#SampleID,#SampleID,empo_0,empo_1,empo_2,empo_3,averagecopy
1883.2007.357.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.1862125709980895
1883.2007.358.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.0726132577118106
1883.2007.359.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.0285706023129686
1883.2007.36.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.070230350044147
1883.2007.361.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.9809205603166717
1883.2007.362.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.9960138620969163
1883.2007.363.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.9700960571833497
1883.2007.364.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.0303207280837268
1883.2007.365.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.9828481262455369
1883.2007.366.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.0087824377075942
1883.2007.367.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.884257223027987
1883.2007.368.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.8617156698221635
1883.2007.369.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.8895100315180051
1883.2007.37.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.9741815366001678
1883.2007.371.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.0006467517254864
1883.2007.372.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.9789649943763647
1883.2007.373.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.0355330956038866
1883.2007.374.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.0211773461596128
1883.2007.375.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.048725203485186
1883.2007.376.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.0451596365616664
1883.2007.377.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.023015775566932
1883.2007.378.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),2.033562162764831
1883.2007.379.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.8851707931958614
1883.2007.38.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.9401245124141884
1883.2007.381.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Sediment (non-saline),1.9572110592274088
1883.2007.382.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),
1883.2007.384.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.106666203958791
1883.2007.385.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Surface (non-saline),2.176990980891039
1883.2007.386.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3465597321910048
1883.2007.391.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3742101042502006
1883.2007.392.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.353589633738997
1883.2007.393.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3922045644151813
1883.2007.394.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2447138289212822
1883.2007.4.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3692149535234233
1883.2007.437.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1762919346809904
1883.2007.438.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1885599336884525
1883.2007.439.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1938196339044227
1883.2007.44.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2230248776110684
1883.2007.441.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.191081229468042
1883.2007.442.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1316520335161306
1883.2007.443.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0566320451061686
1883.2007.444.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.250288872948478
1883.2007.445.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.144252194449076
1883.2007.446.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.141877440099923
1883.2007.447.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1610964297344277
1883.2007.448.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1614214556912406
1883.2007.449.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.123315370869571
1883.2007.45.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1413850355407584
1883.2007.451.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1433578517655407
1883.2007.453.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2022224671253303
1883.2007.454.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1737234083348627
1883.2007.455.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0976364774390897
1883.2007.456.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1614709393408735
1883.2007.457.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.196532485372947
1883.2007.458.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1987238228312656
1883.2007.459.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1677477816326576
1883.2007.46.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.792874022797976
1883.2007.461.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.122688523038579
1883.2007.462.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1513241296978642
1883.2007.463.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1601638071276614
1883.2007.464.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.398394294255013
1883.2007.465.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.274675150532383
1883.2007.466.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3086611614581813
1883.2007.467.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0970305618110396
1883.2007.468.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1435589933663994
1883.2007.469.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2012664244590017
1883.2007.47.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2942253375162154
1883.2007.471.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2214266160562506
1883.2007.472.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.332558783164293
1883.2007.473.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1333441434492757
1883.2007.474.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.205911091122659
1883.2007.475.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.219602310628336
1883.2007.476.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.585255287924806
1883.2007.477.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.478462689486372
1883.2007.478.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.5094097356437555
1883.2007.479.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2362635434702645
1883.2007.48.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3481381540137582
1883.2007.481.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.37192988623903
1883.2007.482.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.379612938798178
1883.2007.483.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.378174360110199
1883.2007.484.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.420708892049413
1883.2007.485.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2998236943258386
1883.2007.486.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4968912246902595
1883.2007.487.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.957170854190577
1883.2007.488.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),3.206133777612095
1883.2007.489.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.7977218682035714
1883.2007.49.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.5652823376731764
1883.2007.491.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.426575167340232
1883.2007.492.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3394041303603896
1883.2007.493.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.399829286031673
1883.2007.494.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),3.210737821536676
1883.2007.495.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2805348546403503
1883.2007.497.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2997560818435736
1883.2007.498.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4393964429048527
1883.2007.499.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4683533741605648
1883.2007.5.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3739971062419274
1883.2007.501.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.9612184840239624
1883.2007.502.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.795041402764322
1883.2007.503.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.891264346229534
1883.2007.504.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.530861050272218
1883.2007.505.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),3.1784176560739428
1883.2007.506.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),3.094501370194959
1883.2007.507.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.8267483848680506
1883.2007.508.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.5286869714260582
1883.2007.509.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4392862805193287
1883.2007.51.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.439879509604351
1883.2007.511.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4545142276184366
1883.2007.512.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3004012117526593
1883.2007.513.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.271914903228386
1883.2007.515.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1549505458900264
1883.2007.516.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.259339833670689
1883.2007.517.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.252536463001385
1883.2007.518.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2630472368338426
1883.2007.519.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2650251928117244
1883.2007.52.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2507212661468334
1883.2007.521.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.21708132190898
1883.2007.522.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.228580031244665
1883.2007.523.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.349415123795868
1883.2007.524.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.29943107531004
1883.2007.525.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4702701698441696
1883.2007.526.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4979763435510054
1883.2007.527.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4914457935435177
1883.2007.528.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.454667163991166
1883.2007.529.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.457901328842628
1883.2007.53.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.449841647988207
1883.2007.531.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4445699268176893
1883.2007.532.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.460068145989399
1883.2007.533.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4190242861776836
1883.2007.534.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4225306918116805
1883.2007.535.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4536989938561953
1883.2007.536.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.4567681660973175
1883.2007.547.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.485969621167119
1883.2007.548.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.8204562605655026
1883.2007.549.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3202687461518563
1883.2007.55.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.411304111084398
1883.2007.555.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9021937819516133
1883.2007.555.Crump.Artic.LTREB.main.lane4.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1651311288709323
1883.2007.556.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.8851745020826716
1883.2007.556.Crump.Artic.LTREB.main.lane4.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9574261417156125
1883.2007.557.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.0069592890008066
1883.2007.557.Crump.Artic.LTREB.main.lane4.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.8260334822909954
1883.2007.558.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9529384705999202
1883.2007.558.Crump.Artic.LTREB.main.lane4.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.8597393908979007
1883.2007.559.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.08352585871777
1883.2007.559.Crump.Artic.LTREB.main.lane4.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.8780305199032172
1883.2007.56.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9259691188613097
1883.2007.56.Crump.Artic.LTREB.main.lane4.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.733985528208386
1883.2007.561.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9098204524136846
1883.2007.562.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.31460629687988
1883.2007.563.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9888164016076086
1883.2007.564.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2003618719823206
1883.2007.565.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1551353216315987
1883.2007.566.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3072371973743944
1883.2007.567.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.334572528653916
1883.2008.001.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.2528525385393334
1883.2008.002.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.1868123718925077
1883.2008.003.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),2.3295468917042115
1883.2008.004.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9904858816727506
1883.2008.005.Crump.Artic.LTREB.main.lane2.NoIndex,,EMP sample,Free-living,Non-saline,Water (non-saline),1.9329747442299332
